,cas_number,chemical_name
12951,69806504,2-[4-[[5-(Trifluoromethyl)-2-pyridinyl]oxy]phenoxy]-propanoic acid. Butyl ester
12952,69844708,N.N'-Bis(1.1-dimethylethyl)-6-methoxy-1.3.5-triazine-2.4-diamine
12953,69898017,Ameroid
12954,69975775,7.7'-Dihydroxy-4.4'-dimethoxy-5.5'-dimethyl-[8.8'-bi-2H-1-benzopyran]2.2'-dione
12955,69976234,8-Chloro-4-(2-nitroethenyl)quinoline
12956,69976245,4-(2-Nitro-1-propenyl)quinoline
12957,69976256,8-Chloro-4-(2-nitro-1-propenyl)quinoline
12958,69976267,8-Nitroquinoline-4-''5-N.N-dimethyl-2.4-pentadiene''amide
12959,69976278,3-(8-Nitro-4-quindinyl)-2-propenal
12960,69976289,8-Nitro-4-quinoline carboxaldehyde
12961,70000225,(1E 3Z.4S.6E)]-3[(Acetyloxy)methylene]-7.11-dimethyl-1.6.10-Dodecatrien-8-yne-1.H-diol diacetate
12962,70018892,Thiocyanic acid. 2-Methoxyethyl ester
12963,70052129,2-(Difluoromethyl)ornithine
12964,70124775,4-(Difluoromethoxy)-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester
12965,70131678,Siloxanes and Silicones. di-Me. hydroxy-terminated
12966,70133823,2-Chloro-N.N-dimethyl-12H-dibenzo[d.g][1.3.6]dioxazocine-12-propanamine (Z)-2-butenedioate (1:1)
12967,70133867,2-Chloro-12-[2-(4-methyl-1-piperazinyl)ethyl]-12H-dibenzo[d.g][1.3.6]dioxazocine dihydrochloride
12968,70157469,Thiocyanic acid. 2-(2-Benzyloxyethoxy)ethyl ester
12969,70161443,N-(Hydroxymethyl)glycine. Sodium salt (1:1)
12970,70166482,2-Chloro-6-(2-furanylmethoxy)-4-(trichloromethyl)pyridine
12971,70191398,1H-Benzimidazol-2-ylcarbamic acid methyl ester mixt. with sulfur
12972,70209813,5-O-Demethyl-25-de(1-methylpropyl)-22.23-dihydro-25-(1-methylethyl)avermectin A1a
12973,70217015,4-[(6-Chloro-2-benzoxazolyl)oxy]phenol
12974,70221646,4-(4-Chloro-2-methylphenoxy)butanoic acid mixt. with N.N'-diethyl-6-(methylthio)-1.3.5-triazine-2.4-diamine
12975,70221657,(4-Chloro-2-methylphenoxy)ethanethioic acid S-ethyl ester mixt. with N.N'-diethyl-6-(methylthio)-1.3.5-triazine-2.4-diamine
12976,70225911,Atlox 3409F
12977,70226027,Kwik-Seal
12978,70281424,2-(2.4-Dichlorophenoxy)propanoic acid compd. with N-methylmethanamine (1:1). mixt. with 3-(1-methylethyl)-1H-2.1.3-benzothiadiazin-4(3H)-one 2.2-dioxide
12979,70288867,Ivermectin
12980,70297880,(2.4-Dinitrophenyl)urea
12981,70343065,3-Methyl-2.6-dinitrobenzenamine
12982,70362413,2.3.3'.4.5'-Pentachloro-1.1'-biphenyl
12983,70362457,2.2'.3.6-Tetrachloro-1.1'-biphenyl
12984,70362479,2.2'.4.5-Tetrachloro-1.1'-biphenyl
12985,70362491,3.3'.4.5-Tetrachloro-1.1'-biphenyl
12986,70362504,3.4.4'.5-Tetrachloro-1.1'-biphenyl
12987,70393850,N-(Phosphonomethyl)glycine sodium salt (2:3)
12988,70421691,4-Chloro-N-methyl-6-(4-morpholinyl)-1.3.5-triazine-2-amine
12989,70424689,2.3.3'.4'.5-Pentachloro-1.1'-biphenyl
12990,70424690,2.3.3'.4.5-Pentachloro-1.1'-biphenyl
12991,70458967,1-Ethyl-6-fluoro-1.4-dihydro-4-oxo-7-(1-piperazinyl)-3-quinoline carboxylic acid
12992,70480523,(1R.3R)-3-(2.2-Dibromoethenyl)-2.2-dimethylcyclopropanecarboxylic acid. (S)-Cyano(3-phenoxyphenyl)methyl ester mixt. with 6.7.8.9.10.10-hexachloro-1.5.5a.6.9.9a-hexahydro-6.9-methano-2.4.3-benzodioxathiepin 3-oxide
12993,70480534,(1R.3R)-3-(2.2-Dibromoethenyl)-2.2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester mixt. with O.O-diethyl O-(1-phenyl-1H-1.2.4-triazol-3-yl)phosphorothioate
12994,70592802,C10-C16 Alkyldimethylamine N-oxides
12995,70630170,N-(2.6-Dimethylphenyl)-N-(methoxyacetyl)-D-alanine methyl ester
12996,70636861,1-Sulfide-4-(1.1-dimethylethyl)-2.6.7-trioxa-1-phosphabicyclo[2.2.2]octane
12997,70648269,1.2.3.4.7.8-Hexachlorodibenzofuran
12998,70671931,1.1.6.6-Tetraphenyl-1.5-hexadiene
12999,70694723,Chitosan hydrochloride
13000,70715252,Raticide 152-S
13001,70748140,1-(Chloromethyl)-3-decylbenzene
13002,70776033,Naphthalene. Chloroderivs
13003,70781010,1.1-Dimethylpiperidinium chloride (1:1) mixt. with P-(2-chloroethyl)phosphonic acid
13004,70781452,4-Amino-3.5.6-trichloro-2-pyridinecarboxylic acid compd. with N.N-diethylethanamine (1:1) mixt. with N.N-diethylethanamine (2.4-Dichlorophenoxy)acetate
13005,70878716,2-[(1S)-1.5-Dimethyl-4-hexenyl]-5-methylphenol
13006,70887842,3.4.4.5.5.6.6.7.7.8.8.9.9.10.10.10-Hexadecafluoro-2-decenoic acid
13007,70887886,3.4.4.5.5.6.6.7.7.8.8.8-Dodecafluoro-2-octenoic acid
13008,70887897,3.3.4.4.5.5.6.6.6-Nonafluorohexanoic acid
13009,70887900,3.4.4.5.5.6.6.6-Octafluoro-2-hexenoic acid
13010,70887944,3.4.4.5.5.6.6.7.7.8.8.9.9.10.10.11.11.12.12.12-Eicosafluoro-2-dodecenoic acid
13011,70896070,Butyl jaysolve
13012,70896081,Nokomis 3
13013,70901121,N-(Phosphonomethyl)glycine. Potassium salt
13014,70901201,1-[2-(Benzoyloxy)-5-nitro-4-propoxyphenyl]-3-(2-methoxyphenyl)-2-propen-1-one
13015,70903514,Idet 5-L
13016,70915718,Triclopyr amine
13017,71011240,Benzyl(hydrogenated tallow alkyl)dimethyl quaternary ammonium compounds salts with bentonite
13018,71048992,2S)-2-Amino-4-(hydroxymethylphosphinyl)butanoyl-L-alanyl-L-alanine sodium salt (1:1)
13019,71060576,C8-C10 Alcohols ethoxylated
13020,71062016,N-[2-[(Dithiocarboxy)amino]ethyl]carbamodithioato(2-)-kappaS.kappaS]manganese mixt. with copper(2+) carbonate (1:1). Copper chloride oxide hydrate. Copper(2+) sulfate (1:1) and [N-[2-[(Dithiocarboxy)amino]ethyl]carbamodithioato(2-)-kappaS.kappaS']zinc
13021,71101058,4-[4-[4-(Trifluoromethyl)phenoxy]phenoxy]-2-pentenoic acid. Ethyl ester
13022,71124000,Preventol D 3
13023,71125387,4-Hydroxy-2-methyl-N-(5-methyl-2-thiazolyl)-2H-1.2-benzothiazine-3-carboxamide 1.1-dioxide
13024,71160242,[S-[R*.S*-(E.E.Z.Z]]-5.12-Dihydroxy-6.8.10.14-eicosatetraenoic acid
13025,71195589,N-[1-[2-(4-Ethyl-4.5-dihydro-5-oxo-1H-tetrazol-1-yl)ethyl]-4-(methoxymethyl)-4-piperidinyl]-N-phenylpropanamide
13026,71212107,Lotos 71
13027,71244887,Dowanol
13028,71251371,Prococene
13029,71265708,4-Chloro-2-oxo-3(2H)-benzothiazoleacetic acid mixt. with 2-(4-chloro-2-methylphenoxy)propanoic acid and sodium (4-chloro-2-methylphenoxy)acetate
13030,71283288,(2R)-2-[4-(2.4-Dichlorophenoxy)phenoxy]propanoic acid
13031,71283802,(2R)-2-[4-[(6-Chloro-2-benzoxazolyl)oxy]phenoxy]propanoic acid. Ethyl ester
13032,71300055,ar-Methyl-ar.ar-dinitrobenzenamine
13033,71320779,4-Chloro-N-[2-(4-morpholinyl)ethyl]benzamide
13034,71326200,3-(2-Dimethylaminoethylamino)propionitrile
13035,71338017,Bis(4-benzyloxyphenyl)sulfone
13036,71342660,1-Ethyldihydro-6-imino-2.4.5(3H)-pyrimidinetrione 5-(O-methyloxime)
13037,71342671,1-Ethyl-2.4.5-imidazolidinetrione 5-(O-methyloxime)
13038,71379754,beta-N-Dodecenylsuccinic anhydride
13039,71422678,N-[[[3.5-Dichloro-4-[[3-chloro-5-(trifluoromethyl)-2-pyridinyl]oxy]phenyl]amino]carbonyl]-2.6-difluorobenzamide
13040,71447499,Luteinizing hormone-releasing factor (swine) diacetate (salt)
13041,71526697,2-(4-Chloro-2-methylphenoxy)propanoic acid. 2-Ethylhexyl ester
13042,71531345,beta-n-Nonenylsuccinic anhydride
13043,71561110,2-[[4-(2.4-Dichlorobenzoyl)-1.3-dimethyl-1H-pyrazol-5-yl]oxy]-1-phenylethanone
13044,71610509,(19E)-1-Acetyl-19.20-didehydro-16-[(10beta.13beta)-23-deoxy-11-oxa-12.24-secostrychnidin-10-yl]-17-norcuran-12-ol
13045,71626114,N-(2.6-Dimethylphenyl)-N-(2-phenylacetyl)alanine methyl ester  
13046,71653504,N-(1.1-Dimethylethyl)-2-pyridinecarboxamide
13047,71662118,[R-(R*.R*)]-2.3-Dihydroxybutanedioate 5-(4-morpholinylmethyl)-3-[[(5-nitro-2-furanyl)methylene]amino]-2-oxazolidinone
13048,71669244,1.3.6.9-Tetrachlorodibenzo[b.e][1.4]dioxin
13049,71669255,1.2.3.6-Tetrachlorodibenzo[b.e][1.4]dioxin
13050,71669266,1.2.3.9-Tetrachlorodibenzo[b.e][1.4]dioxin
13051,71669277,1.2.4.6-Tetrachlorodibenzo[b.e][1.4]dioxin
13052,71697591,(1S.3R)-rel-3-(2.2-Dichloroethenyl)-2.2-dimethylcyclopropanecarboxylic acid. (R)-cyano(3-phenoxyphenyl)methyl ester
13053,71706075,1.3.3.5.5-Pentanitropiperidine
13054,71745636,4-(1.1-Dimethylpropyl)-2-methylphenol
13055,71747074,O-(3-Chloro-1-phenyl-1H-pyrazol-5-yl) O-ethyl O-methyl ester phosphorothioic acid 
13056,71750395,Benzeneethanamine. Sulfate
13057,71751412,Avermectin B1
13058,71751423,Avermectin B2
13059,71756008,O-[3-Chloro-1-(1-methylethyl)-1H-pyrazol-5-yl] phosphorothioic acid O.O-dimethyl ester
13060,71756100,O-(3-Chloro-1-methyl-1H-pyrazol-5-yl) O.O-dimethyl ester phosphorothioic acid
13061,71756199,O-(3-Chloro-1-methyl-1H-pyrazol-5-yl) O-ethyl O-methyl ester phosphorothioic acid
13062,71758446,2-[(2-Chlorophenyl)amino]benzaldehyde
13063,71766239,5-(4-Hydroxyphenyl)-5-(4-methylphenyl)-2.4-imidazolidinedione
13064,71808543,C12-18-Alkyl[(4-ethylphenyl)methyl]dimethyl quaternary ammonium compounds salts with cyclohexylsulfamic acid
13065,71827037,5-O-Demethyl-22.23-dihydroavermectin A1a
13066,71859308,1.1'-Oxybis[2.4.5-trichlorobenzene]
13067,71861999,N-(2.4-Dibromophenyl)formamide
13068,71862027,N-(3-Chloro-2-methylphenyl)formamide
13069,71862049,N-(2-Methoxy-4-nitrophenyl)formamide
13070,71862050,N-(4-Chloro-2-nitrophenyl)formamide
13071,71872769,2-[2-[[2-[3-[[4-Chloro-6-[[4-[[4-chloro-6-[(3-sulfophenyl)amino]-1.3.5-triazin-2-yl]amino]-2.5-disulfophenyl]amino]-1.3.5-triazin-2-yl]amino]-2-hydroxy-5-sulfophenyl]diazenyl]phenylmethyl]diazenyl]-5-sulfobenzoic acid sodium salt (1:5)
13072,71873897,N-(2.6-Dimethylphenyl)-N-(2-methoxyacetyl)alanine methyl ester mixt. with copper chloride oxide hydrate (1:?)
13073,71925150,1.2.3.6.7-Pentachlorodibenzo[b.e][1.4]dioxin
13074,71925161,1.2.3.6.8-Pentachlorodibenzo[b.e][1.4]dioxin
13075,71925172,1.2.3.7.9-Pentachlorodibenzo[b.e][1.4]dioxin
13076,71925183,1.2.3.8.9-Pentachlorodibenzo[b.e][1.4]dioxin
13077,71939509,(3R.5aS.6R.8aS.9R.10S.12R.12aR)-Decahydro-3.6.9-trimethyl-3.12-Epoxy-12H-pyrano[4.3-j]-1.2-benzodioxepin-10-ol
13078,71964926,4-[(Phenylsulfonyl)methyl]benzoic acid
13079,71990006,6-Ethyl-1.2.3.4.5.6-hexahydro-3-[(1-hydroxycyclopropyl)methyl]-11.11-dimethyl-2.6-methano-3-benzazocin-8-ol
13080,71998726,1.3.6.8-Tetrachlorodibenzofuran
13081,72026972,Dominion rigwash
13082,72026983,FLR-100
13083,72026994,B-free
13084,72027000,Metso beads
13085,72027011,Skot-free
13086,72027022,Staflo
13087,72027033,Swift's rigwash
13088,72027044,Torq-trim
13089,72027055,Tri-cron
13090,72103174,Pentachlorophenol sodium salt mixt. with 2.4.5-trichlorophenol sodium salt
13091,72108226,4.4'-(1-methyl-1.2-ethenediyl)bisphenol
13092,72131807,2-Propanone. O-[1-Oxo-2-[4-[4-(trifluoromethyl)phenoxy]phenoxy]propyl]oxime
13093,72146500,Koris
13094,72146602,Seagreen 805
13095,72146657,Aabomycin A
13096,72146862,Dunall B
13097,72146873,Dunall O.S.E.
13098,72146895,Ficoll 70
13099,72156560,3.5-Dibromo-4-hydroxybenzonitrile compd. with N-methylmethanamine (1:1)
13100,72178020,5-[2-Chloro-4-(trifluoromethyl)phenoxy]-N-(methylsulfonyl)-2-nitrobenzamide
13101,72204434,(1S.3S)-3-(2.2-Dichloroethenyl)-2.2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester
13102,72204445,(1S.3S)-3-(2.2-Dichloroethenyl)-2.2-dimethylcyclopropanecarboxylic acid (R)-cyano(3-phenoxyphenyl)methyl ester
13103,72214676,S-(2.4-Dichlorobenzyl) thiuronium chloride
13104,72231040,Arotex 3470d
13105,72269488,(E)-4-Tridecen-1-ol. Acetate
13106,72280525,2-[4-[(3.5-Dichloro-2-pyridinyl)oxy]phenoxy]propanoic acid 2-propynyl ester
13107,72332333,rel-8-Hydroxy-5-[(1R.2S)-1-hydroxy-2-[(1-methylethyl)amino]butyl]-2(1H)-quinolinone
13108,72416876,3.4'.5-Tribromo-1.1'-biphenyl
13109,72430945,3-(5-(3-Nitro)pyrazl)pyridine
13110,72479266,1-[2-(2.4-Dichlorophenyl)-2-[[4-(phenylthio)phenyl]methoxy]ethyl]-1H-imidazole
13111,72490018,[2-(4-Phenoxyphenoxy)ethyl]carbamic acid ethyl ester
13112,72509616,[3S(R).5S.7S.13E.16S.17E.19R.21E]-6.7-Epoxy-5-ethyl-19-hydroxy-3-[1-(1H-indol-3-yl)ethyl]-16.18-dimethyl-10.11-dinor[13]cytochalasa-13.17.2'-triene-1.20.23-trione
13113,72514579,Fungex
13114,72542564,N-[[[[[(1.1-Dimethylethyl)(5.5-dimethyl-2-sulfido-1.3.2-dioxaphosphorinan-2-yl)amino]thio]methylamino]carbonyl]oxy]ethanimidothioic acid methyl ester
13115,72542611,N-[[[Methyl[[(1-methylethyl)(2-sulfido-1.3.2-dioxaphosphorinan-2-yl)amino]thio]amino]carbonyl]oxy] ethanimidothioic acid methyl ester  
13116,72558828,1-[[(6R.7R)-7-[[(2Z)-2-(2-Amino-4-thiazolyl)-2-[(1-carboxy-1-methylethoxy)imino]acetyl]amino]-2-carboxy-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-en-3-yl]methyl]pyridinium inner salt
13117,72574959,Pro-noxfish
13118,72588842,2-[(4-Chlorophenyl)[4-[[(trifluoromethyl)sulfonyl]oxy]phenyl]methylene]hydrazinecarboxylic acid ethyl ester  
13119,72619320,(2R)-2-[4-[[3-Chloro-5-(trifluoromethyl)-2-pyridinyl]oxy]phenoxy]propanoic acid methyl ester
13120,72623848,Hydrotreated neutral oil-based lubricating oils (petroleum). C15-30 contg. solvent deasphalted residual oil
13121,72623860,Hydrotreated neutral oil-based lubricating oils (petroleum). C15-30
13122,72623871,Hydrotreated neutral oil-based lubricating oils (petroleum). C20-50
13123,72629948,2.2.3.3.4.4.5.5.6.6.7.7.8.8.9.9.10.10.11.11.12.12.13.13.13-Pentacosafluorotridecanoic acid
13124,72674056,AOS
13125,72709865,Houghtosafe 620
13126,72731352,(4-Chloro-2-methylphenoxy)acetic acid calcium salt
13127,72741878,(1S.2R.8R.8aR)-Octahydro-1.2.8-indolizinetriol
13128,72749383,Dechlorane 604
13129,72779716,Midrinal
13130,72795018,(2R.3R)-rel-1-[(2.3-Dihydro-7-methyl-1H-inden-4-yl)oxy]-3-[(1-methylethyl)amino]-2-butanol hydrochloride (1:1)
13131,72795267,(2R.3R)-rel-1-[(2.3-Dihydro-7-methyl-1H-inden-4-yl)oxy]-3-[(1-methylethyl)amino]-2-butanol
13132,72878730,2-chloro-N-(2-ethyl-6-methylphenyl)-N-(2-methoxy-1-methylethyl)acetamide mixt. with N.N-dimethyl-N'-[3-(trifluoromethyl)phenyl]urea
13133,72903276,1.4-Cyclohexanedicarboxylic acid. Diethyl ester
13134,72906388,2-[Ethyl[4-[(3-phenyl-1.2.4-thiadiazol-5-yl)azo]phenyl]amino]-N.N.N-trimethyl ethaneaminium methyl sulfate
13135,72907723,S.S'-[2-(Dimethylamino)-1.3-propanediyl]ester carbamothioic acid monohydrochloride mixt. with (1 alpha. 2 alpha. 3 beta. 4 alpha. 5 alpha. 6 beta)-1.2.3.4.5.6-hexachlorocyclohexane
13136,72918219,1.2.3.7.8.9-Hexachlorodibenzofuran
13137,72962437,(1R.3aS.3bS.6aS.8S.9R.10aR.10bS.12aS)-1-[(1S.2R.3R.4S)-2.3-Dihydroxy-1.4.5-trimethylhexyl]hexadecahydro-8.9-dihydroxy-10a.12a-dimethyl-6H-benz[c]indeno[5.4-e]oxepin-6-one
13138,72963725,2.2-Dimethyl-3-(2-methyl-1-propenyl)cyclopropanecarboxylic acid. [2.5-dioxo-3-(2-propynyl)-1-imidazolidinyl]methyl ester
13139,73034023,Sulfuric acid. Potassium salt (3:4)
13140,73049759,Benzyldi-C12-18-alkylmethyl quanternary compounds chlorides
13141,73051500,N.N-Dimethyl-2-(phenylazo)benzenamine
13142,73107036,Phosphorothioic acid O.O-diethyl O-(3.5.6-trichloro-2-pyridinyl) ester mixt. with N-[[(4-chlorophenyl)amino]carbonyl]-2.6-difluorobenzamide
13143,73146733,Diphenylbutylstannyl-bis(triphenylphosphinoxy)tetraphenylborate
13144,73146755,Tributylstannyl-bis(triphenylphosphinoxy)tetraphenylborate
13145,73149618,Tributyltin 2-pyridinecarboxylate
13146,73149629,Tributyltin iso-thiocyanate-triphenylarsine oxide
13147,73149630,Diphenylbutyltin hydroxide
13148,73149641,Diphenylbutyltin bromide
13149,73166286,5-Ethenyl-9.10-dihydro-1-methyl-2.7-phenanthrenediol
13150,73168248,N-[(1-Mercaptocyclohexyl)acetyl]-O-methyl-L-tyrosyl-L-phenylalanyl-L-glutaminyl-L-asparaginyl-L-cysteinyl-L-prolyl-L-arginylglycinamide cyclic (1.fwdarw.5)disulfide
13151,73172448,p.p'-Dichlorobenzoin. Oxime
13152,73215119,1-(1-Ethylpropyl)-5.6-dimethyl-7-nitro-1H-benzimidazole
13153,73231342,2.2-Dichloro-N-[(1S.2R)-1-(fluoromethyl)-2-hydroxy-2-[4-(methylsulfonyl)phenyl]ethyl]acetamide
13154,73245644,(1E)-1.2-Dichloroethene radical ion (1+)
13155,73250687,2-(2-Benzothiazolyloxy)-N-methyl-N-phenylacetamide
13156,73263817,3-[(Diethoxyphosphinothioyl)oxy]-2-butenoic acid ethyl ester
13157,73306259,4-(Dipropylamino)-3.5-dinitrobenzenesulfonamide mixt. with 2-chloro-1-(3-ethoxy-4-nitrophenoxy)-4-(trifluoromethyl)benzene
13158,73334073,N.N'-bis(2.3-Dihydroxypropyl)-2.4.6-triiodo-5-[(methoxyacetyl)amino]-N-methyl-1.3-benzenedicarboxamide
13159,73347929,N'-(3.4-Dichlorophenyl)-N.N-dimethylurea mixt. with 3-cyclohexyl-6-(dimethylamino)-1-methyl-1.3.5-triazine-2.4(1H.3H)-dione
13160,73351232,Phosphoric acid. 2.2-Dichloro-1-ethoxyvinyl diethyl ester
13161,73357003,3-(2.2-Dibromoethenyl)-2.2-dimethylcyclopropanecarboxylic acid (3-benzoylphenyl)cyanomethyl ester  
13162,73384595,(6R.7R)-7-[[(2Z)-2-(2-Amino-4-thiazolyl)-2-(methoxyimino)acetyl]amino]-8-oxo-3-[[(1.2.5.6-tetrahydro-2-methyl-5.6-dioxo-1.2.4-triazin-3-yl)thio]methyl]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
13163,73398648,Di-C8-18-alkyldimethyl quaternary ammonium compounds chlorides
13164,73413668,2-(2.4-Dichlorophenoxy)-N-propylacetamide
13165,73432583,3.6-Dichloro-2-methoxybenzoic acid (phenylimino)di-2.1-ethanediyl ester mixt. with 2-(4-chloro-2-methylphenoxy)propanoic acid and (2.4-dichlorophenoxy)acetic acid
13166,73432594,3.6-Dichloro-2-methoxybenzoic acid mixt. with (2.4-dichlorophenoxy)acetic acid and Pace
13167,73432607,3.6-Dichloro-2-methoxybenzoic acid mixt. with AL 1448 and (2.4-dichlorophenoxy)acetic acid
13168,73432618,3.6-Dichloro-2-methoxybenzoic acid mixt. with (2.4-dichlorophenoxy)acetic acid and disodium methylarsonate
13169,73432629,3.6-Dichloro-2-methoxybenzoic acid mixt. with (2.4-dichlorophenoxy)acetic acid and Multi-Film X 77
13170,73432630,3.6-Dichloro-2-methoxybenzoic acid mixt. with (2.4-dichlorophenoxy)acetic acid and N-(2-methylcyclohexyl)-N'-phenylurea
13171,73432641,3.6-Dichloro-2-methoxybenzoic acid mixt. with O.O-bis(1-methylethyl) S-[2-[(phenylsulfonyl)amino]ethyl] phosphorodithioate-2-(4-chloro-2-methylphenoxy)propanoic acid. (2.4-Dichlorophenoxy)acetic acid and disodium methylarsonate
13172,73432652,3.6-Dichloro-2-methoxybenzoic acid mixt. with O.O-bis(1-methylethyl) S-[2-[(phenylsulfonyl)amino]ethyl] phosphorodithioate. (2.4-Dichlorophenoxy)acetic acid. Disodium methylarsonate and 2-(2.4.5-trichlorophenoxy)propanoic acid
13173,73432663,(1alpha.2beta.4aalpha.4bbeta.10beta)-2.4a.7-Trihydroxy-1-methyl-8-methylenegibb-3-ene-1.10-dicarboxylic acid 1.4a-lactone mixt. with 3.6-dichloro-2-methoxybenzoic acid
13174,73432685,2.3:4.6-Bis-O-(1-methylethylidene)-alpha-L-xylo-2-hexulofuranosonic acid sodium salt mixt. with 2-(4-chloro-2-methylphenoxy)propanoic acid and (2.4-dichlorophenoxy)acetic acid
13175,73432743,3.6-Dichloro-2-methoxybenzoic acid mixt. with (2.4-dichlorophenoxy)acetic acid and 2-(2.4-dichlorophenoxy)propanoic acid
13176,73432754,3.6-Dichloro-2-methoxybenzoic acid mixt. with 2-(4-chloro-2-methylphenoxy)propanoic acid. 4-Hydroxy-3.5-diiodobenzonitrile. Sodium (4-chloro-2-methylphenoxy)acetate and (2.4.5-trichlorophenoxy)acetic acid
13177,73445633,(5S)-8-Chloro-2.3.4.5-tetrahydro-3-methyl-5-phenyl-1H-3-benzazepin-7-ol
13178,73454849,Diethylene glycol. bis(n-Butyl carbonate)
13179,73454872,N-(2.5-Diethylphenyl)-3.5-dinitrobenzamide
13180,73454883,N-(2.3-Dimethylphenyl)-3.5-dinitrobenzamide
13181,73454918,N-(2-Ethylphenyl)-2-hydroxy-3-nitrobenzamide
13182,73454929,N-(2-Fluorophenyl)-3.5-dinitrobenzamide
13183,73454930,N-(3-Fluorophenyl)-2-hydroxy-5-nitrobenzamide
13184,73454941,2-Hydroxy-N-(2-methoxy-4-nitrophenyl)benzamide
13185,73454952,2-Hydroxy-N-(4-methoxy-2-nitrophenyl)benzamide
13186,73454974,N-(2.4-Dinitrophenyl)-3.5-dinitrobenzamide
13187,73466963,2-Hydroxy-N-(3-methoxy-2-nitrophenyl)-3-nitrobenzamide
13188,73513016,19-Acetyl-6.8a.11a.12.21.22-hexahydro-23-hydroxy-7.11a-dimethyl-spiro[10.12:19.22a-dimethano-4H.5H.22aH-oxireno[8.9][1.6.12]trioxacyclooctadecino[3.4-d][1]benzopyran-11(10H).2'-oxirane]-2.14(1aH.19H)-dione
13189,73522437,(1R.2S.5R)-2.6.6-Trimethylbicyclo[3.1.1]hept-3-en-2-ol
13190,73544760,5-(Acetylamino)-N-(3-chlorophenyl)-2-hydroxybenzamide
13191,73544771,N-(5-Chloro-2-methoxyphenyl)-3.5-dinitrobenzamide
13192,73544782,N-(3-Chloro-2-methylphenyl)-3.5-dinitrobenzamide
13193,73544793,N-(5-Chloro-2-methylphenyl)-3.5-dinitrobenzamide
13194,73544806,N-(3-Chloro-4-methylphenyl)-3.5-dinitrobenzamide
13195,73544817,N-(3-Chlorophenyl)-3-hydroxybenzamide
13196,73544828,N-(4-Chlorophenyl)-3-hydroxybenzamide
13197,73544839,N-(2-Chlorophenyl)-3-nitrobenzamide
13198,73544840,N-(3-Chlorophenyl)-2-nitrobenzamide
13199,73544851,N-(3-Chloro-2-methylphenyl)-2-nitrobenzamide
13200,73544862,N-(3-Chloro-4-methylphenyl)-3-nitrobenzamide
13201,73544884,N-(3-Chloro-2-methylphenyl)-2-hydroxy-3-nitrobenzamide
13202,73544895,N-(2-Chloro-6-methylphenyl)-2-hydroxy-3-nitrobenzamide
13203,73561167,Utinal 302
13204,73561281,Marvelan ND
13205,73561394,Katilin HCS
13206,73573872,rel-N-[2-Hydroxy-5-[(1R)-1-hydroxy-2-[[(1R)-2-(4-methoxyphenyl)-1-methylethyl]amino]ethyl]phenyl]formamide
13207,73573883,(2S)-(1S.7S.8S.8aR)-1.2.3.7.8.8a-Hexahydro-7-methyl-8-[2-[(2R.4R)-tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl]ethyl]-1-naphthalenyl butanoic acid 2-methyl ester
13208,73575527,2.3'.4.5'-Tetrachloro-1.1'-biphenyl
13209,73575561,2.2'.3.5.6-Pentachloro-1.1'-biphenyl
13210,73588735,Poly[oxy-1.2-ethanediyl(dimethyliminio)-1.2-ethanediyl(dimethyliminio)-1.2-ethanediyl dichloride] mixt. with 6-chloro-N.N'-diethyl-1.3.5-triazine-2.4-diamine
13211,73590586,6-Methoxy-2-[[(4-methoxy-3.5-dimethyl-2-pyridinyl)methyl]sulfinyl]-1H-benzimidazole
13212,73606196,2-[(6-Chloro-1.1.2.2.3.3.4.4.5.5.6.6-dodecafluorohexyl)oxy]-1.1.2.2-tetrafluoroethanesulfonic acid postassium salt (1:1)
13213,73622987,Carbanilic acid. alpha-Carboxyethyl ester
13214,73623093,N-2-Dimethylcarbanilic acid. Isopropyl ester
13215,73623140,4-Ethoxycarbanilic acid. Isopropyl ester
13216,73645291,1.1'-Dipropyl-4.4'-bipyridinium. Dichloride
13217,73679079,(2R)-2-Amino-4-(hydroxymethylphosphinyl)butanoic acid
13218,73727294,1-(2-Benzyloxyethoxy)-2-butoxyethane
13219,73727318,Bis(2-benzyloxyethyl)ether
13220,73747225,N.N-Dimethylbenzylamine. Hexafluoroarsenate
13221,73747554,Lactic acid. Hexyl ester. Lactate
13222,73810147,1.3-Dichloro-1-propene mixt. with isothiocyanatomethane
13223,73851704,N'-[2-[[[5-[(Dimethylamino)methyl]-2-furanyl]methyl]sulfinyl]ethyl]-N-methyl-2-nitro-1.1-ethenediamine
13224,73886289,1.7.7-Trimethylbicyclo[2.2.1]heptan-2-one O-2-propyn-1-yloxime
13225,73941318,N-2-Thenylhydroxylamine. Hydrochloride
13226,73953534,Trifluorostannate(1-)hydrazinium(1+)
13227,73963969,Cobalt cyanide (Co(CN))
13228,73986842,x.x-Dihexylphenol. Mixture of hexyl isomers
13229,73987152,Dipentylamine. Tetrafluoroborate (1-)
13230,73989170,Avermectin
13231,73990144,Paramar M50
13232,74029199,Hexidole
